Exercício: 2020;;;;;;;;
Período: 3o. quadrimestre;;;;;;;;
Escopo: Municípios do Estado - CE;;;;;;;;
Anexo 01 - Demonstrativo da Despesas Com Pessoal;;;;;;;;
Tabela: DTP e Apuração do Cumprimento do Limite Legal;;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 06/07/2021;;;;;;;;
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor;date
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59540;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);152434411;20201201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59540;Valor;(-) Transferências Obrigatórias da União relativas às Emendas Individuais (art. 166-A, §1º, da CF) (V);1350000;20201201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59540;Valor;(-) Transferências Obrigatórias da União relativas às Emendas de Bancada (art. 166, § 16, da CF) (VI);780000;20201201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59540;Valor;#NOME?;150304411;20201201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59540;Valor;DESPESA TOTAL COM PESSOAL - DTP (VIII) = (III a + III b);3790793,13;20201201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59540;Valor;LIMITE MÁXIMO (IX) (incisos I, II e III, art. 20 da LRF);9018264,66;20201201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59540;Valor;LIMITE PRUDENCIAL (X) = (0,95 x IX) (parágrafo único do art. 22 da LRF);8567351,43;20201201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59540;Valor;LIMITE DE ALERTA (XI) = (0,90 x IX) (inciso II do §1º do art. 59 da LRF);8116438,19;20201201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59540;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VIII) = (III a + III b);2,52;20201201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59540;% sobre a RCL Ajustada;LIMITE MÁXIMO (IX) (incisos I, II e III, art. 20 da LRF);6;20201201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59540;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (X) = (0,95 x IX) (parágrafo único do art. 22 da LRF);5,7;20201201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59540;% sobre a RCL Ajustada;LIMITE DE ALERTA (XI) = (0,90 x IX) (inciso II do §1º do art. 59 da LRF);5,4;20201201
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;Executivo;59540;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);152434411;20201201
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;Executivo;59540;Valor;(-) Transferências Obrigatórias da União relativas às Emendas Individuais (art. 166-A, §1º, da CF) (V);1350000;20201201
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;Executivo;59540;Valor;(-) Transferências Obrigatórias da União relativas às Emendas de Bancada (art. 166, § 16, da CF) (VI);780000;20201201
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;Executivo;59540;Valor;#NOME?;150304411;20201201
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;Executivo;59540;Valor;DESPESA TOTAL COM PESSOAL - DTP (VIII) = (IIIa + IIIb);65361272,81;20201201
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;Executivo;59540;Valor;LIMITE MÁXIMO (IX) (incisos I, II e III, art. 20 da LRF);81164381,96;20201201
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;Executivo;59540;Valor;LIMITE PRUDENCIAL (X) = (0,95 x IX) (parágrafo único do art. 22 da LRF);77106162,86;20201201
