Exercício: 2019;;;;;;;;
Período: 3o. quadrimestre;;;;;;;;
Escopo: Municípios do Estado - CE;;;;;;;;
Anexo 01 - Demonstrativo da Despesas Com Pessoal;;;;;;;;
Tabela: DTP e Apuração do Cumprimento do Limite Legal;;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 06/07/2021;;;;;;;;
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor;date
Câmara de Vereadores de Ubajara - CE;2313609;CE;Legislativo;34530;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);79076698,3;20191201
Câmara de Vereadores de Ubajara - CE;2313609;CE;Legislativo;34530;Valor;#NOME?;79076698,3;20191201
Câmara de Vereadores de Ubajara - CE;2313609;CE;Legislativo;34530;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);1593619,79;20191201
Câmara de Vereadores de Ubajara - CE;2313609;CE;Legislativo;34530;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);4744601,89;20191201
Câmara de Vereadores de Ubajara - CE;2313609;CE;Legislativo;34530;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);4507371,8;20191201
Câmara de Vereadores de Ubajara - CE;2313609;CE;Legislativo;34530;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);4270141,7;20191201
Câmara de Vereadores de Ubajara - CE;2313609;CE;Legislativo;34530;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);2,02;20191201
Câmara de Vereadores de Ubajara - CE;2313609;CE;Legislativo;34530;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);6;20191201
Câmara de Vereadores de Ubajara - CE;2313609;CE;Legislativo;34530;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);5,7;20191201
Câmara de Vereadores de Ubajara - CE;2313609;CE;Legislativo;34530;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);5,4;20191201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74982;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);216891321,7;20191201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74982;Valor;#NOME?;216891321,7;20191201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74982;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);80682406,46;20191201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74982;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);117121313,7;20191201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74982;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);111265248;20191201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74982;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);105409182,3;20191201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74982;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);37,2;20191201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74982;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);54;20191201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74982;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);51,3;20191201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74982;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);48,6;20191201
Prefeitura Municipal de Assaré - CE;2301604;CE;Executivo;23417;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);51065776,18;20191201
Prefeitura Municipal de Assaré - CE;2301604;CE;Executivo;23417;Valor;(-) Transferências Obrigatórias da União Relativas às Emendas Individuais (V) (§13º, art. 166 da CF);500000;20191201
Prefeitura Municipal de Assaré - CE;2301604;CE;Executivo;23417;Valor;#NOME?;50565776,18;20191201
Prefeitura Municipal de Assaré - CE;2301604;CE;Executivo;23417;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);24502149;20191201
Prefeitura Municipal de Assaré - CE;2301604;CE;Executivo;23417;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);27305519,14;20191201
Prefeitura Municipal de Assaré - CE;2301604;CE;Executivo;23417;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);25940243,18;20191201
Prefeitura Municipal de Assaré - CE;2301604;CE;Executivo;23417;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);24574967,23;20191201
Prefeitura Municipal de Assaré - CE;2301604;CE;Executivo;23417;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);48,46;20191201
Prefeitura Municipal de Assaré - CE;2301604;CE;Executivo;23417;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);54;20191201
Prefeitura Municipal de Assaré - CE;2301604;CE;Executivo;23417;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);51,3;20191201
Prefeitura Municipal de Assaré - CE;2301604;CE;Executivo;23417;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);48,6;20191201
Câmara de Vereadores de Assaré - CE;2301604;CE;Legislativo;23417;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);50565776,18;20191201
Câmara de Vereadores de Assaré - CE;2301604;CE;Legislativo;23417;Valor;#NOME?;50565776,18;20191201
Câmara de Vereadores de Assaré - CE;2301604;CE;Legislativo;23417;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);954721,16;20191201
Câmara de Vereadores de Assaré - CE;2301604;CE;Legislativo;23417;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);3033946,57;20191201
Câmara de Vereadores de Assaré - CE;2301604;CE;Legislativo;23417;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);2882249,24;20191201
Câmara de Vereadores de Assaré - CE;2301604;CE;Legislativo;23417;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);2730551,91;20191201
Câmara de Vereadores de Assaré - CE;2301604;CE;Legislativo;23417;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);1,89;20191201
Câmara de Vereadores de Assaré - CE;2301604;CE;Legislativo;23417;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);6;20191201
Câmara de Vereadores de Assaré - CE;2301604;CE;Legislativo;23417;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);5,7;20191201
Câmara de Vereadores de Assaré - CE;2301604;CE;Legislativo;23417;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);5,4;20191201
Câmara de Vereadores de Ererê - CE;2304277;CE;Legislativo;7211;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);20015773,78;20191201
Câmara de Vereadores de Ererê - CE;2304277;CE;Legislativo;7211;Valor;(-) Transferências Obrigatórias da União Relativas às Emendas Individuais (V) (§13º, art. 166 da CF);200000;20191201
Câmara de Vereadores de Ererê - CE;2304277;CE;Legislativo;7211;Valor;#NOME?;19815773,78;20191201
Câmara de Vereadores de Ererê - CE;2304277;CE;Legislativo;7211;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);832411,1;20191201
Câmara de Vereadores de Ererê - CE;2304277;CE;Legislativo;7211;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);1188946,43;20191201
Câmara de Vereadores de Ererê - CE;2304277;CE;Legislativo;7211;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);1129499,11;20191201
Câmara de Vereadores de Ererê - CE;2304277;CE;Legislativo;7211;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);1070051,79;20191201
Câmara de Vereadores de Ererê - CE;2304277;CE;Legislativo;7211;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);4,2;20191201
Câmara de Vereadores de Ererê - CE;2304277;CE;Legislativo;7211;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);6;20191201
Câmara de Vereadores de Ererê - CE;2304277;CE;Legislativo;7211;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);5,7;20191201
Câmara de Vereadores de Ererê - CE;2304277;CE;Legislativo;7211;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);5,4;20191201
Câmara de Vereadores de Ipueiras - CE;2305902;CE;Legislativo;38205;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);82641211,92;20191201
Câmara de Vereadores de Ipueiras - CE;2305902;CE;Legislativo;38205;Valor;#NOME?;82641211,92;20191201
Câmara de Vereadores de Ipueiras - CE;2305902;CE;Legislativo;38205;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);1686034,72;20191201
Câmara de Vereadores de Ipueiras - CE;2305902;CE;Legislativo;38205;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);4958472,72;20191201
Câmara de Vereadores de Ipueiras - CE;2305902;CE;Legislativo;38205;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);4710549,08;20191201
Câmara de Vereadores de Ipueiras - CE;2305902;CE;Legislativo;38205;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);4462625,45;20191201
Câmara de Vereadores de Ipueiras - CE;2305902;CE;Legislativo;38205;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);2,04;20191201
Câmara de Vereadores de Ipueiras - CE;2305902;CE;Legislativo;38205;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);6;20191201
Câmara de Vereadores de Ipueiras - CE;2305902;CE;Legislativo;38205;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);5,7;20191201
Câmara de Vereadores de Ipueiras - CE;2305902;CE;Legislativo;38205;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);5,4;20191201
Prefeitura Municipal de Ipueiras - CE;2305902;CE;Executivo;38205;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);82641211,92;20191201
Prefeitura Municipal de Ipueiras - CE;2305902;CE;Executivo;38205;Valor;#NOME?;82641211,92;20191201
Prefeitura Municipal de Ipueiras - CE;2305902;CE;Executivo;38205;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);43419118,04;20191201
Prefeitura Municipal de Ipueiras - CE;2305902;CE;Executivo;38205;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);44626254,44;20191201
Prefeitura Municipal de Ipueiras - CE;2305902;CE;Executivo;38205;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);42394941,72;20191201
Prefeitura Municipal de Ipueiras - CE;2305902;CE;Executivo;38205;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);40163629;20191201
Prefeitura Municipal de Ipueiras - CE;2305902;CE;Executivo;38205;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);52,54;20191201
Prefeitura Municipal de Ipueiras - CE;2305902;CE;Executivo;38205;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);54;20191201
Prefeitura Municipal de Ipueiras - CE;2305902;CE;Executivo;38205;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);51,3;20191201
Prefeitura Municipal de Ipueiras - CE;2305902;CE;Executivo;38205;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);48,6;20191201
Câmara de Vereadores de Varjota - CE;2313955;CE;Legislativo;18368;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);51353139,31;20191201
Câmara de Vereadores de Varjota - CE;2313955;CE;Legislativo;18368;Valor;#NOME?;51353139,31;20191201
Câmara de Vereadores de Varjota - CE;2313955;CE;Legislativo;18368;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);1058821,1;20191201
Câmara de Vereadores de Varjota - CE;2313955;CE;Legislativo;18368;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);3092108,36;20191201
Câmara de Vereadores de Varjota - CE;2313955;CE;Legislativo;18368;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);2937502,94;20191201
