Exercício: 2021;;;;;;;;
Período: 1o. quadrimestre;;;;;;;;
Escopo: Municípios do Estado - CE;;;;;;;;
Anexo 01 - Demonstrativo da Despesas Com Pessoal;;;;;;;;
Tabela: DTP e Apuração do Cumprimento do Limite Legal;;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 06/07/2021;;;;;;;;
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor;date
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2686612;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);7268350985;20210401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2686612;Valor;#NOME?;7268350985;20210401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2686612;Valor;DESPESA TOTAL COM PESSOAL - DTP (VIII) = (III a + III b);127704396,7;20210401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2686612;Valor;LIMITE MÁXIMO (IX) (incisos I, II e III, art. 20 da LRF);436101059,1;20210401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2686612;Valor;LIMITE PRUDENCIAL (X) = (0,95 x IX) (parágrafo único do art. 22 da LRF);414296006,1;20210401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2686612;Valor;LIMITE DE ALERTA (XI) = (0,90 x IX) (inciso II do §1º do art. 59 da LRF);392490953,2;20210401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2686612;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VIII) = (III a + III b);1,76;20210401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2686612;% sobre a RCL Ajustada;LIMITE MÁXIMO (IX) (incisos I, II e III, art. 20 da LRF);6;20210401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2686612;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (X) = (0,95 x IX) (parágrafo único do art. 22 da LRF);5,7;20210401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2686612;% sobre a RCL Ajustada;LIMITE DE ALERTA (XI) = (0,90 x IX) (inciso II do §1º do art. 59 da LRF);5,4;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2686612;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);7268350985;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2686612;Valor;(-) Transferências Obrigatórias da União relativas às Emendas Individuais (art. 166-A, §1º, da CF) (V);2000000;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2686612;Valor;#NOME?;7266350985;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2686612;Valor;DESPESA TOTAL COM PESSOAL - DTP (VIII) = (IIIa + IIIb);3432005586;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2686612;Valor;LIMITE MÁXIMO (IX) (incisos I, II e III, art. 20 da LRF);3923829532;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2686612;Valor;LIMITE PRUDENCIAL (X) = (0,95 x IX) (parágrafo único do art. 22 da LRF);3727638055;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2686612;Valor;LIMITE DE ALERTA (XI) = (0,90 x IX) (inciso II do §1º do art. 59 da LRF);3531446579;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2686612;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VIII) = (IIIa + IIIb);47,23;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2686612;% sobre a RCL Ajustada;LIMITE MÁXIMO (IX) (incisos I, II e III, art. 20 da LRF);54;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2686612;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (X) = (0,95 x IX) (parágrafo único do art. 22 da LRF);51,3;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2686612;% sobre a RCL Ajustada;LIMITE DE ALERTA (XI) = (0,90 x IX) (inciso II do §1º do art. 59 da LRF);48,6;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75159;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);212277904,4;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75159;Valor;#NOME?;212277904,4;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75159;Valor;DESPESA TOTAL COM PESSOAL - DTP (VIII) = (IIIa + IIIb);87795715,86;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75159;Valor;LIMITE MÁXIMO (IX) (incisos I, II e III, art. 20 da LRF);114630068,4;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75159;Valor;LIMITE PRUDENCIAL (X) = (0,95 x IX) (parágrafo único do art. 22 da LRF);108898565;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75159;Valor;LIMITE DE ALERTA (XI) = (0,90 x IX) (inciso II do §1º do art. 59 da LRF);103167061,5;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75159;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VIII) = (IIIa + IIIb);41,36;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75159;% sobre a RCL Ajustada;LIMITE MÁXIMO (IX) (incisos I, II e III, art. 20 da LRF);54;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75159;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (X) = (0,95 x IX) (parágrafo único do art. 22 da LRF);51,3;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75159;% sobre a RCL Ajustada;LIMITE DE ALERTA (XI) = (0,90 x IX) (inciso II do §1º do art. 59 da LRF);48,6;20210401
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59890;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);163553409,1;20210401
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59890;Valor;(-) Transferências Obrigatórias da União relativas às Emendas de Bancada (art. 166, § 16, da CF) (VI);780000;20210401
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59890;Valor;#NOME?;162773409,1;20210401
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59890;Valor;DESPESA TOTAL COM PESSOAL - DTP (VIII) = (III a + III b);3791984,68;20210401
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59890;Valor;LIMITE MÁXIMO (IX) (incisos I, II e III, art. 20 da LRF);9766404,54;20210401
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59890;Valor;LIMITE PRUDENCIAL (X) = (0,95 x IX) (parágrafo único do art. 22 da LRF);9278084,31;20210401
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59890;Valor;LIMITE DE ALERTA (XI) = (0,90 x IX) (inciso II do §1º do art. 59 da LRF);8789764,09;20210401
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59890;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VIII) = (III a + III b);2,33;20210401
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59890;% sobre a RCL Ajustada;LIMITE MÁXIMO (IX) (incisos I, II e III, art. 20 da LRF);6;20210401
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59890;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (X) = (0,95 x IX) (parágrafo único do art. 22 da LRF);5,7;20210401
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;59890;% sobre a RCL Ajustada;LIMITE DE ALERTA (XI) = (0,90 x IX) (inciso II do §1º do art. 59 da LRF);5,4;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;Executivo;59890;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);163553409,1;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;Executivo;59890;Valor;(-) Transferências Obrigatórias da União relativas às Emendas de Bancada (art. 166, § 16, da CF) (VI);780000;20210401
