Exercício: 2020;;;;;;;;
Período: 1o. quadrimestre;;;;;;;;
Escopo: Municípios do Estado - CE;;;;;;;;
Anexo 01 - Demonstrativo da Despesas Com Pessoal;;;;;;;;
Tabela: DTP e Apuração do Cumprimento do Limite Legal;;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 06/07/2021;;;;;;;;
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor;date
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2669342;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);7361725943;20200401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2669342;Valor;#NOME?;7361725943;20200401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2669342;Valor;DESPESA TOTAL COM PESSOAL - DTP (VIII) = (III a + III b);125794792,7;20200401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2669342;Valor;LIMITE MÁXIMO (IX) (incisos I, II e III, art. 20 da LRF);441703556,6;20200401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2669342;Valor;LIMITE PRUDENCIAL (X) = (0,95 x IX) (parágrafo único do art. 22 da LRF);419618378,8;20200401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2669342;Valor;LIMITE DE ALERTA (XI) = (0,90 x IX) (inciso II do §1º do art. 59 da LRF);397533200,9;20200401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2669342;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VIII) = (III a + III b);1,71;20200401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2669342;% sobre a RCL Ajustada;LIMITE MÁXIMO (IX) (incisos I, II e III, art. 20 da LRF);6;20200401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2669342;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (X) = (0,95 x IX) (parágrafo único do art. 22 da LRF);5,7;20200401
Câmara de Vereadores de Fortaleza - CE;2304400;CE;Legislativo;2669342;% sobre a RCL Ajustada;LIMITE DE ALERTA (XI) = (0,90 x IX) (inciso II do §1º do art. 59 da LRF);5,4;20200401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);7020441111;20200401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Valor;(-) Transferências Obrigatórias da União relativas às Emendas Individuais (art. 166-A, §1º, da CF) (V);18649587;20200401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Valor;#NOME?;7001791524;20200401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Valor;DESPESA TOTAL COM PESSOAL - DTP (VIII) = (IIIa + IIIb);2989443175;20200401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Valor;LIMITE MÁXIMO (IX) (incisos I, II e III, art. 20 da LRF);3780967423;20200401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Valor;LIMITE PRUDENCIAL (X) = (0,95 x IX) (parágrafo único do art. 22 da LRF);3591919052;20200401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Valor;LIMITE DE ALERTA (XI) = (0,90 x IX) (inciso II do §1º do art. 59 da LRF);3402870680;20200401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VIII) = (IIIa + IIIb);42,7;20200401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;% sobre a RCL Ajustada;LIMITE MÁXIMO (IX) (incisos I, II e III, art. 20 da LRF);54;20200401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (X) = (0,95 x IX) (parágrafo único do art. 22 da LRF);51,3;20200401
