Exercício: 2018;;;;;;;;
Período: 3o. quadrimestre;;;;;;;;
Escopo: Municípios do Estado - CE;;;;;;;;
Anexo 01 - Demonstrativo da Despesas Com Pessoal;;;;;;;;
Tabela: DTP e Apuração do Cumprimento do Limite Legal;;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 06/07/2021;;;;;;;;
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor;date
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;58552;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);121805735,8;20181201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;58552;Valor;#NOME?;121805735,8;20181201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;58552;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);3530541,36;20181201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;58552;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);7308344,15;20181201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;58552;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);6942926,94;20181201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;58552;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);6577509,74;20181201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;58552;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);2,9;20181201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;58552;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);6;20181201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;58552;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);5,7;20181201
Câmara de Vereadores de Limoeiro do Norte - CE;2307601;CE;Legislativo;58552;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);5,4;20181201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74350;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);146182356,5;20181201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74350;Valor;#NOME?;146182356,5;20181201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74350;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);68137103,21;20181201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74350;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);78938472,52;20181201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74350;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);74991548,89;20181201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74350;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);71044625,27;20181201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74350;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);46,61;20181201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74350;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);54;20181201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74350;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);51,3;20181201
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74350;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);48,6;20181201
Câmara de Vereadores de Aracati - CE;2301109;CE;Legislativo;73188;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);188607512,3;20181201
Câmara de Vereadores de Aracati - CE;2301109;CE;Legislativo;73188;Valor;#NOME?;188607512,3;20181201
Câmara de Vereadores de Aracati - CE;2301109;CE;Legislativo;73188;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);5098842,95;20181201
Câmara de Vereadores de Aracati - CE;2301109;CE;Legislativo;73188;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);11316450,74;20181201
Câmara de Vereadores de Aracati - CE;2301109;CE;Legislativo;73188;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);10750628,2;20181201
Câmara de Vereadores de Aracati - CE;2301109;CE;Legislativo;73188;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);10184805,67;20181201
Câmara de Vereadores de Aracati - CE;2301109;CE;Legislativo;73188;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);2,7;20181201
Câmara de Vereadores de Aracati - CE;2301109;CE;Legislativo;73188;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);6;20181201
Câmara de Vereadores de Aracati - CE;2301109;CE;Legislativo;73188;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);5,7;20181201
Câmara de Vereadores de Aracati - CE;2301109;CE;Legislativo;73188;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);5,4;20181201
Câmara de Vereadores de Pindoretama - CE;2310852;CE;Legislativo;20430;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);49771785,95;20181201
Câmara de Vereadores de Pindoretama - CE;2310852;CE;Legislativo;20430;Valor;#NOME?;49771785,95;20181201
Câmara de Vereadores de Pindoretama - CE;2310852;CE;Legislativo;20430;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);1188940,44;20181201
Câmara de Vereadores de Pindoretama - CE;2310852;CE;Legislativo;20430;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);2986307,16;20181201
Câmara de Vereadores de Pindoretama - CE;2310852;CE;Legislativo;20430;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);2836991,8;20181201
Câmara de Vereadores de Pindoretama - CE;2310852;CE;Legislativo;20430;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);2687676,44;20181201
Câmara de Vereadores de Pindoretama - CE;2310852;CE;Legislativo;20430;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);2,39;20181201
Câmara de Vereadores de Pindoretama - CE;2310852;CE;Legislativo;20430;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);6;20181201
Câmara de Vereadores de Pindoretama - CE;2310852;CE;Legislativo;20430;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);5,7;20181201
Câmara de Vereadores de Pindoretama - CE;2310852;CE;Legislativo;20430;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);5,4;20181201
Câmara de Vereadores de Cascavel - CE;2303501;CE;Legislativo;70574;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);143598187,2;20181201
Câmara de Vereadores de Cascavel - CE;2303501;CE;Legislativo;70574;Valor;#NOME?;143598187,2;20181201
Câmara de Vereadores de Cascavel - CE;2303501;CE;Legislativo;70574;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);2351981;20181201
Câmara de Vereadores de Cascavel - CE;2303501;CE;Legislativo;70574;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);8615891,23;20181201
Câmara de Vereadores de Cascavel - CE;2303501;CE;Legislativo;70574;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);8185096,67;20181201
Câmara de Vereadores de Cascavel - CE;2303501;CE;Legislativo;70574;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);7754302,11;20181201
Câmara de Vereadores de Cascavel - CE;2303501;CE;Legislativo;70574;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);1,64;20181201
Câmara de Vereadores de Cascavel - CE;2303501;CE;Legislativo;70574;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);6;20181201
Câmara de Vereadores de Cascavel - CE;2303501;CE;Legislativo;70574;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);5,7;20181201
Câmara de Vereadores de Cascavel - CE;2303501;CE;Legislativo;70574;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);5,4;20181201
Câmara de Vereadores de Uruburetama - CE;2313807;CE;Legislativo;21411;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);46161619,84;20181201
Câmara de Vereadores de Uruburetama - CE;2313807;CE;Legislativo;21411;Valor;#NOME?;46161619,84;20181201
Câmara de Vereadores de Uruburetama - CE;2313807;CE;Legislativo;21411;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);1146153,9;20181201
Câmara de Vereadores de Uruburetama - CE;2313807;CE;Legislativo;21411;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);2769697,19;20181201
Câmara de Vereadores de Uruburetama - CE;2313807;CE;Legislativo;21411;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);2631212,33;20181201
Câmara de Vereadores de Uruburetama - CE;2313807;CE;Legislativo;21411;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);2492727,47;20181201
Câmara de Vereadores de Uruburetama - CE;2313807;CE;Legislativo;21411;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);2,48;20181201
Câmara de Vereadores de Uruburetama - CE;2313807;CE;Legislativo;21411;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);6;20181201
Câmara de Vereadores de Uruburetama - CE;2313807;CE;Legislativo;21411;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);5,7;20181201
Câmara de Vereadores de Uruburetama - CE;2313807;CE;Legislativo;21411;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);5,4;20181201
Câmara de Vereadores de Icapuí - CE;2305357;CE;Legislativo;19554;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);68906897,75;20181201
Câmara de Vereadores de Icapuí - CE;2305357;CE;Legislativo;19554;Valor;#NOME?;68906897,75;20181201
Câmara de Vereadores de Icapuí - CE;2305357;CE;Legislativo;19554;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);1658055,91;20181201
Câmara de Vereadores de Icapuí - CE;2305357;CE;Legislativo;19554;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);4134413,87;20181201
Câmara de Vereadores de Icapuí - CE;2305357;CE;Legislativo;19554;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);3927693,18;20181201
Câmara de Vereadores de Icapuí - CE;2305357;CE;Legislativo;19554;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);3720972,48;20181201
Câmara de Vereadores de Icapuí - CE;2305357;CE;Legislativo;19554;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);2,41;20181201
Câmara de Vereadores de Icapuí - CE;2305357;CE;Legislativo;19554;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);6;20181201
Câmara de Vereadores de Icapuí - CE;2305357;CE;Legislativo;19554;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);5,7;20181201
Câmara de Vereadores de Icapuí - CE;2305357;CE;Legislativo;19554;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);5,4;20181201
Câmara de Vereadores de Ubajara - CE;2313609;CE;Legislativo;34068;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);75894650,78;20181201
