Exercício: 2018;;;;;;;;
Período: 2o. quadrimestre;;;;;;;;
Escopo: Municípios do Estado - CE;;;;;;;;
Anexo 01 - Demonstrativo da Despesas Com Pessoal;;;;;;;;
Tabela: DTP e Apuração do Cumprimento do Limite Legal;;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 06/07/2021;;;;;;;;
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor;date
Prefeitura Municipal de Chorozinho - CE;2303956;CE;Executivo;19194;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);48822421,74;20180801
Prefeitura Municipal de Chorozinho - CE;2303956;CE;Executivo;19194;Valor;#NOME?;48822421,74;20180801
Prefeitura Municipal de Chorozinho - CE;2303956;CE;Executivo;19194;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);24517336,5;20180801
Prefeitura Municipal de Chorozinho - CE;2303956;CE;Executivo;19194;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);26364107,74;20180801
Prefeitura Municipal de Chorozinho - CE;2303956;CE;Executivo;19194;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);25045902,35;20180801
Prefeitura Municipal de Chorozinho - CE;2303956;CE;Executivo;19194;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);23727696,97;20180801
Prefeitura Municipal de Chorozinho - CE;2303956;CE;Executivo;19194;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);50,22;20180801
Prefeitura Municipal de Chorozinho - CE;2303956;CE;Executivo;19194;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);54;20180801
Prefeitura Municipal de Chorozinho - CE;2303956;CE;Executivo;19194;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);51,3;20180801
Prefeitura Municipal de Chorozinho - CE;2303956;CE;Executivo;19194;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);48,6;20180801
Prefeitura Municipal de Cruz - CE;2304251;CE;Executivo;23833;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);62249885,63;20180801
Prefeitura Municipal de Cruz - CE;2304251;CE;Executivo;23833;Valor;#NOME?;62249885,63;20180801
Prefeitura Municipal de Cruz - CE;2304251;CE;Executivo;23833;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);32498956,16;20180801
