Exercício: 2020;;;;;;;;
Período: 2o. quadrimestre;;;;;;;;
Escopo: Municípios do Estado - CE;;;;;;;;
Anexo 02 - Demonstrativo da Dívida Consolidada Líquida;;;;;;;;
Tabela: Dívida Consolidada Líquida;;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 05/07/2021;;;;;;;;
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor;date
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;DÍVIDA CONSOLIDADA - DC (I);2023389203;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;Dívida Contratual;1902377521;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;Empréstimos;1567266051;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;Internos;542057266,7;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;Externos;1025208784;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;Parcelamento e Renegociação de Dívidas;53348365,4;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;De Tributos;12100804,2;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;De Contribuições Previdenciárias;41247561,2;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;Demais Dívidas Contratuais;281763105,3;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos;121011681,8;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;DEDUÇÕES (II);1515458414;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;Disponibilidade de Caixa;1512207481;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;Disponibilidade de Caixa Bruta;1573057304;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;(-) Restos a Pagar Processados;60849822,72;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;Demais Haveres Financeiros;3250933,3;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);507930789,2;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;RECEITA CORRENTE LÍQUIDA - RCL (IV);6904910379;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;#NOME?;6904910379;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;% da DC sobre a RCL AJUSTADA (I/VI);29,3;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;% da DCL sobre a RCL AJUSTADA (III/VI);7,36;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;8285892455;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);7457303210;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;Passivo Atuarial;13845574657;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;Depósitos e Consignações Sem Contrapartida;23344959,92;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;RP Não-Processados;386972962,4;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;SALDO DO EXERCÍCIO ANTERIOR;Apropriação de Depósitos Judiciais;112123375,2;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;DÍVIDA CONSOLIDADA - DC (I);2430768096;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;Dívida Contratual;2318765092;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;Empréstimos;2010742860;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;Internos;577738329,7;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;Externos;1433004530;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;Parcelamento e Renegociação de Dívidas;41265645,47;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;De Tributos;11588914,39;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;De Contribuições Previdenciárias;29676731,08;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;Demais Dívidas Contratuais;266756586,5;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos;112003003,7;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;DEDUÇÕES (II);1597347061;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;Disponibilidade de Caixa;1594124986;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;Disponibilidade de Caixa Bruta;1604773130;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;(-) Restos a Pagar Processados;10648143,8;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;Demais Haveres Financeiros;3222074,64;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);833421035;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;RECEITA CORRENTE LÍQUIDA - RCL (IV);7020441111;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;(-) Transferências Obrigatórias da União Relativas às Emendas Individuais (art. 166-A, § 1º, da CF) (V);18649587;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;#NOME?;7001791524;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;% da DC sobre a RCL AJUSTADA (I/VI);34,72;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;% da DCL sobre a RCL AJUSTADA (III/VI);11,9;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;8402149828;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);7561934845;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;Passivo Atuarial;13845574657;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;Depósitos e Consignações Sem Contrapartida;31262770,35;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;RP Não-Processados;97605219,22;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 1º Quadrimestre;Apropriação de Depósitos Judiciais;128535755,4;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;DÍVIDA CONSOLIDADA - DC (I);2496124312;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;Dívida Contratual;2408438209;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;Empréstimos;2120639282;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;Internos;558670766;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;Externos;1561968516;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;Parcelamento e Renegociação de Dívidas;40980344,81;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;De Tributos;11303613,73;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;De Contribuições Previdenciárias;29676731,08;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;Demais Dívidas Contratuais;246818582;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos;87686103,66;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;DEDUÇÕES (II);1357789254;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;Disponibilidade de Caixa;1354081998;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;Disponibilidade de Caixa Bruta;1360243456;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;(-) Restos a Pagar Processados;6161458,34;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;Demais Haveres Financeiros;3707256,45;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);1138335058;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;RECEITA CORRENTE LÍQUIDA - RCL (IV);7304167893;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;(-) Transferências Obrigatórias da União Relativas às Emendas Individuais (art. 166-A, § 1º, da CF) (V);9149587;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;#NOME?;7295018306;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;% da DC sobre a RCL AJUSTADA (I/VI);34,22;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;% da DCL sobre a RCL AJUSTADA (III/VI);15,6;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;8754021967;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);7878619770;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;Passivo Atuarial;13845574657;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;Depósitos e Consignações Sem Contrapartida;32650488,05;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;RP Não-Processados;29334341,66;20200801
Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2669342;Até o 2º Quadrimestre;Apropriação de Depósitos Judiciais;139684547,2;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;DÍVIDA CONSOLIDADA - DC (I);31844489,62;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;Dívida Contratual;31844489,62;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;Parcelamento e Renegociação de Dívidas;31252691,4;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;De Tributos;2020574,84;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;De Contribuições Previdenciárias;27674196,72;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;Do FGTS;1557919,84;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;Demais Dívidas Contratuais;591798,22;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;DEDUÇÕES (II);53933100,81;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;Disponibilidade de Caixa;53933100,81;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;Disponibilidade de Caixa Bruta;73358125,88;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;(-) Restos a Pagar Processados;19425025,07;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);-22088611,19;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;RECEITA CORRENTE LÍQUIDA - RCL (IV);216891321,7;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;#NOME?;216891321,7;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;% da DC sobre a RCL AJUSTADA (I/VI);14,68;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;% da DCL sobre a RCL AJUSTADA (III/VI);-10,18;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;260269586;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;SALDO DO EXERCÍCIO ANTERIOR;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);234242627,4;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;DÍVIDA CONSOLIDADA - DC (I);30859632,22;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;Dívida Contratual;30859632,22;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;Parcelamento e Renegociação de Dívidas;30267834;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;De Tributos;1970777,43;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;De Contribuições Previdenciárias;26912735,27;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;Do FGTS;1384321,3;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;Demais Dívidas Contratuais;591798,22;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;DEDUÇÕES (II);60679335,93;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;Disponibilidade de Caixa;60679335,93;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;Disponibilidade de Caixa Bruta;74225636,02;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;(-) Restos a Pagar Processados;13546300,09;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);-29819703,71;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;RECEITA CORRENTE LÍQUIDA - RCL (IV);221569201,2;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;#NOME?;221569201,2;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;% da DC sobre a RCL AJUSTADA (I/VI);13,93;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;% da DCL sobre a RCL AJUSTADA (III/VI);-13,46;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;265883041,4;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 1º Quadrimestre;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);239294737,3;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;DÍVIDA CONSOLIDADA - DC (I);30252280,4;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;Dívida Contratual;30252280,4;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;Parcelamento e Renegociação de Dívidas;29660482,18;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;De Tributos;1920647,96;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;De Contribuições Previdenciárias;26453445,36;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;Do FGTS;1286388,86;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;Demais Dívidas Contratuais;591798,22;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;DEDUÇÕES (II);67919069,37;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;Disponibilidade de Caixa;67919069,37;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;Disponibilidade de Caixa Bruta;81165846,48;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;(-) Restos a Pagar Processados;13246777,11;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);-37666788,97;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;RECEITA CORRENTE LÍQUIDA - RCL (IV);188594856,4;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;#NOME?;188594856,4;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;% da DC sobre a RCL AJUSTADA (I/VI);16,04;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;% da DCL sobre a RCL AJUSTADA (III/VI);-19,97;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;226313827,7;20200801
Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;75074;Até o 2º Quadrimestre;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);203682444,9;20200801
Prefeitura Municipal de Acopiara - CE;2300309;CE;Executivo;54270;SALDO DO EXERCÍCIO ANTERIOR;DÍVIDA CONSOLIDADA - DC (I);40764807,49;20200801
Prefeitura Municipal de Acopiara - CE;2300309;CE;Executivo;54270;SALDO DO EXERCÍCIO ANTERIOR;Dívida Contratual;40664410,16;20200801
Prefeitura Municipal de Acopiara - CE;2300309;CE;Executivo;54270;SALDO DO EXERCÍCIO ANTERIOR;Empréstimos;851579,34;20200801
Prefeitura Municipal de Acopiara - CE;2300309;CE;Executivo;54270;SALDO DO EXERCÍCIO ANTERIOR;Internos;851579,34;20200801
Prefeitura Municipal de Acopiara - CE;2300309;CE;Executivo;54270;SALDO DO EXERCÍCIO ANTERIOR;Parcelamento e Renegociação de Dívidas;39812830,82;20200801
Prefeitura Municipal de Acopiara - CE;2300309;CE;Executivo;54270;SALDO DO EXERCÍCIO ANTERIOR;De Contribuições Previdenciárias;38474363,28;20200801
Prefeitura Municipal de Acopiara - CE;2300309;CE;Executivo;54270;SALDO DO EXERCÍCIO ANTERIOR;De Demais Contribuições Sociais;1338467,54;20200801
Prefeitura Municipal de Acopiara - CE;2300309;CE;Executivo;54270;SALDO DO EXERCÍCIO ANTERIOR;Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos;100397,33;20200801
Prefeitura Municipal de Acopiara - CE;2300309;CE;Executivo;54270;SALDO DO EXERCÍCIO ANTERIOR;DEDUÇÕES (II);43381267,29;20200801
Prefeitura Municipal de Acopiara - CE;2300309;CE;Executivo;54270;SALDO DO EXERCÍCIO ANTERIOR;Disponibilidade de Caixa;43379491,77;20200801
Prefeitura Municipal de Acopiara - CE;2300309;CE;Executivo;54270;SALDO DO EXERCÍCIO ANTERIOR;Disponibilidade de Caixa Bruta;52865834,97;20200801
Prefeitura Municipal de Acopiara - CE;2300309;CE;Executivo;54270;SALDO DO EXERCÍCIO ANTERIOR;(-) Restos a Pagar Processados;9486343,2;20200801
Prefeitura Municipal de Acopiara - CE;2300309;CE;Executivo;54270;SALDO DO EXERCÍCIO ANTERIOR;Demais Haveres Financeiros;1775,52;20200801
