Exercício: 2018;;;;;;;;
Período: 3o. quadrimestre;;;;;;;;
Escopo: Estados/DF;;;;;;;;
Anexo 01 - Demonstrativo da Despesas Com Pessoal;;;;;;;;
Tabela: DTP e Apuração do Cumprimento do Limite Legal;;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 06/07/2021;;;;;;;;
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor;date
Assembleia Legislativa do Estado do Mato Grosso do Sul;50;MS;Legislativo;2682386;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);10735143525;20181201
Assembleia Legislativa do Estado do Mato Grosso do Sul;50;MS;Legislativo;2682386;Valor;(-) Transferências Obrigatórias da União Relativas às Emendas Individuais (V) (§13º, art. 166 da CF);1756138;20181201
Assembleia Legislativa do Estado do Mato Grosso do Sul;50;MS;Legislativo;2682386;Valor;#NOME?;10733387387;20181201
Assembleia Legislativa do Estado do Mato Grosso do Sul;50;MS;Legislativo;2682386;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);162660186,6;20181201
Assembleia Legislativa do Estado do Mato Grosso do Sul;50;MS;Legislativo;2682386;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);180320908,1;20181201
Assembleia Legislativa do Estado do Mato Grosso do Sul;50;MS;Legislativo;2682386;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);171304862,7;20181201
Assembleia Legislativa do Estado do Mato Grosso do Sul;50;MS;Legislativo;2682386;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);162288817,3;20181201
Assembleia Legislativa do Estado do Mato Grosso do Sul;50;MS;Legislativo;2682386;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);1,52;20181201
Assembleia Legislativa do Estado do Mato Grosso do Sul;50;MS;Legislativo;2682386;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);1,68;20181201
Assembleia Legislativa do Estado do Mato Grosso do Sul;50;MS;Legislativo;2682386;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);1,6;20181201
