Exercício: 2019;;;;;;;;
Período: 1o. quadrimestre;;;;;;;;
Escopo: Estados/DF;;;;;;;;
Anexo 01 - Demonstrativo da Despesas Com Pessoal;;;;;;;;
Tabela: DTP e Apuração do Cumprimento do Limite Legal;;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 06/07/2021;;;;;;;;
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor;date
Assembleia Legislativa do Estado do Maranhão;21;MA;Legislativo;7035055;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);13348715894;20190401
Assembleia Legislativa do Estado do Maranhão;21;MA;Legislativo;7035055;Valor;#NOME?;13348715894;20190401
Assembleia Legislativa do Estado do Maranhão;21;MA;Legislativo;7035055;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);257476221,5;20190401
Assembleia Legislativa do Estado do Maranhão;21;MA;Legislativo;7035055;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);2,12;20190401
Assembleia Legislativa do Estado do Maranhão;21;MA;Legislativo;7035055;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);2,01;20190401
Assembleia Legislativa do Estado do Maranhão;21;MA;Legislativo;7035055;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);1,91;20190401
Assembleia Legislativa do Estado do Maranhão;21;MA;Legislativo;7035055;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);1,93;20190401
Assembleia Legislativa do Estado do Maranhão;21;MA;Legislativo;7035055;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);282992777;20190401
Assembleia Legislativa do Estado do Maranhão;21;MA;Legislativo;7035055;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);268843138,1;20190401
Assembleia Legislativa do Estado do Maranhão;21;MA;Legislativo;7035055;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);254693499,3;20190401
Governo do Estado do Maranhão;21;MA;Executivo;7035055;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);13348715894;20190401
Governo do Estado do Maranhão;21;MA;Executivo;7035055;Valor;#NOME?;13348715894;20190401
Governo do Estado do Maranhão;21;MA;Executivo;7035055;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);5844389431;20190401
Governo do Estado do Maranhão;21;MA;Executivo;7035055;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);6540870788;20190401
Governo do Estado do Maranhão;21;MA;Executivo;7035055;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);6213827249;20190401
Governo do Estado do Maranhão;21;MA;Executivo;7035055;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);5886783709;20190401
Governo do Estado do Maranhão;21;MA;Executivo;7035055;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);43,78;20190401
Governo do Estado do Maranhão;21;MA;Executivo;7035055;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);49;20190401
Governo do Estado do Maranhão;21;MA;Executivo;7035055;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);46,55;20190401
Governo do Estado do Maranhão;21;MA;Executivo;7035055;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);44,1;20190401
Tribunal de Contas do Estado do Maranhão;21;MA;Legislativo;7035055;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);13348715894;20190401
Tribunal de Contas do Estado do Maranhão;21;MA;Legislativo;7035055;Valor;#NOME?;13348715894;20190401
