Exercício: 2020;;;;;;;;
Período: 1o. quadrimestre;;;;;;;;
Escopo: Estados/DF;;;;;;;;
Anexo 02 - Demonstrativo da Dívida Consolidada Líquida;;;;;;;;
Tabela: Dívida Consolidada Líquida;;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 06/07/2021;;;;;;;;
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor;date
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;DÍVIDA CONSOLIDADA - DC (I);3860547278;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;Dívida Contratual;3485344354;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;Empréstimos;1504713574;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;Internos;1504713574;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;Parcelamento e Renegociação de Dívidas;1980630781;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;De Contribuições Previdenciárias;1980630781;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos;285023543,4;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;Outras Dívidas;90179380,13;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;DEDUÇÕES (II);2841110048;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;Disponibilidade de Caixa;2839346915;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;Disponibilidade de Caixa Bruta;5446780800;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;(-) Restos a Pagar Processados;2607433885;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;Demais Haveres Financeiros;1763132,8;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);1019437231;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;RECEITA CORRENTE LÍQUIDA - RCL (IV);5589424464;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;#NOME?;5589424464;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;% da DC sobre a RCL AJUSTADA (I/VI);69,07;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;% da DCL sobre a RCL AJUSTADA (III/VI);18,24;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;11178848928;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;SALDO DO EXERCÍCIO ANTERIOR;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);10060964035;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;DÍVIDA CONSOLIDADA - DC (I);3860547278;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;Dívida Contratual;3485344354;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;Empréstimos;1504713574;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;Internos;1504713574;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;Parcelamento e Renegociação de Dívidas;1980630781;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;De Contribuições Previdenciárias;1980630781;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos;285023543,4;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;Outras Dívidas;90179380,13;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;DEDUÇÕES (II);3665247779;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;Disponibilidade de Caixa;3663484646;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;Disponibilidade de Caixa Bruta;6235119863;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;(-) Restos a Pagar Processados;2571635217;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;Demais Haveres Financeiros;1763132,8;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);195299499,3;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;RECEITA CORRENTE LÍQUIDA - RCL (IV);5505654315;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;#NOME?;5505654315;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;% da DC sobre a RCL AJUSTADA (I/VI);70,12;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;% da DCL sobre a RCL AJUSTADA (III/VI);3,55;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;11011308630;20200401
Governo do Estado do Amapá;16;AP;Executivo;845731;Até o 1º Quadrimestre;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);9910177767;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;DÍVIDA CONSOLIDADA - DC (I);4463319243;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;Dívida Contratual;3028541249;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;Empréstimos;401354402,5;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;Internos;380261130,6;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;Externos;21093271,93;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;Reestruturação da Dívida de Estados e Municípios;2510529011;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;Parcelamento e Renegociação de Dívidas;116657835,6;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;De Tributos;5695449,75;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;De Contribuições Previdenciárias;88816904,96;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;De Demais Contribuições Sociais;18900998,15;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;Do FGTS;3244482,75;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos;1434777994;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;DEDUÇÕES (II);2301625583;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;Disponibilidade de Caixa;2279800048;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;Disponibilidade de Caixa Bruta;2381218207;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;(-) Restos a Pagar Processados;101418158,5;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;Demais Haveres Financeiros;21825535,19;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);2161693659;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;RECEITA CORRENTE LÍQUIDA - RCL (IV);7743045299;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;(-) Transferências Obrigatórias da União Relativas às Emendas Individuais (art. 166-A, § 1º, da CF) (V);1000000;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;#NOME?;7742045299;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;% da DC sobre a RCL AJUSTADA (I/VI);57,65;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;% da DCL sobre a RCL AJUSTADA (III/VI);27,92;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;15484090599;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);13935681539;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;Precatórios Posteriores a 05/05/2000 (Não incluídos na DC);95154053,38;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;Passivo Atuarial;2131426777;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;SALDO DO EXERCÍCIO ANTERIOR;RP Não-Processados;453377796,6;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;Até o 1º Quadrimestre;DÍVIDA CONSOLIDADA - DC (I);4314389586;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;Até o 1º Quadrimestre;Dívida Contratual;2992596235;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;Até o 1º Quadrimestre;Empréstimos;390723706,9;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;Até o 1º Quadrimestre;Internos;362323382,7;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;Até o 1º Quadrimestre;Externos;28400324,21;20200401
Governo do Estado de Rondônia;11;RO;Executivo;1777225;Até o 1º Quadrimestre;Reestruturação da Dívida de Estados e Municípios;2488317248;20200401
