Exercício: 2018;;;;;;;;
Período: 1o. quadrimestre;;;;;;;;
Escopo: Estados/DF;;;;;;;;
Anexo 01 - Demonstrativo da Despesas Com Pessoal;;;;;;;;
Tabela: DTP e Apuração do Cumprimento do Limite Legal;;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 06/07/2021;;;;;;;;
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor;date
Governo do Estado de Sergipe;28;SE;Executivo;2265779;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);6989231059;20180401
Governo do Estado de Sergipe;28;SE;Executivo;2265779;Valor;#NOME?;6989231059;20180401
Governo do Estado de Sergipe;28;SE;Executivo;2265779;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);3282413098;20180401
Governo do Estado de Sergipe;28;SE;Executivo;2265779;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);3424723219;20180401
Governo do Estado de Sergipe;28;SE;Executivo;2265779;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);3253487058;20180401
Governo do Estado de Sergipe;28;SE;Executivo;2265779;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);3082250897;20180401
Governo do Estado de Sergipe;28;SE;Executivo;2265779;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);46,96;20180401
Governo do Estado de Sergipe;28;SE;Executivo;2265779;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);49;20180401
Governo do Estado de Sergipe;28;SE;Executivo;2265779;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);46,55;20180401
Governo do Estado de Sergipe;28;SE;Executivo;2265779;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);44,1;20180401
Tribunal de Justiça do Estado de São Paulo;35;SP;Judiciário;44749699;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);1,56E+11;20180401
Tribunal de Justiça do Estado de São Paulo;35;SP;Judiciário;44749699;Valor;#NOME?;1,56E+11;20180401
Tribunal de Justiça do Estado de São Paulo;35;SP;Judiciário;44749699;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);8169181773;20180401
Tribunal de Justiça do Estado de São Paulo;35;SP;Judiciário;44749699;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);9271817884;20180401
Tribunal de Justiça do Estado de São Paulo;35;SP;Judiciário;44749699;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);8808226990;20180401
Tribunal de Justiça do Estado de São Paulo;35;SP;Judiciário;44749699;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);8344636096;20180401
Tribunal de Justiça do Estado de São Paulo;35;SP;Judiciário;44749699;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);5,24;20180401
Tribunal de Justiça do Estado de São Paulo;35;SP;Judiciário;44749699;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);5,95;20180401
Tribunal de Justiça do Estado de São Paulo;35;SP;Judiciário;44749699;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);5,65;20180401
Tribunal de Justiça do Estado de São Paulo;35;SP;Judiciário;44749699;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);5,36;20180401
Tribunal de Justiça do Estado da Paraíba;25;PB;Judiciário;3999415;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);9259216454;20180401
Tribunal de Justiça do Estado da Paraíba;25;PB;Judiciário;3999415;Valor;#NOME?;9259216454;20180401
Tribunal de Justiça do Estado da Paraíba;25;PB;Judiciário;3999415;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);535834212;20180401
Tribunal de Justiça do Estado da Paraíba;25;PB;Judiciário;3999415;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);555552987,2;20180401
Tribunal de Justiça do Estado da Paraíba;25;PB;Judiciário;3999415;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);527775337,9;20180401
Tribunal de Justiça do Estado da Paraíba;25;PB;Judiciário;3999415;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);499997688,5;20180401
Tribunal de Justiça do Estado da Paraíba;25;PB;Judiciário;3999415;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);5,79;20180401
Tribunal de Justiça do Estado da Paraíba;25;PB;Judiciário;3999415;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);6;20180401
Tribunal de Justiça do Estado da Paraíba;25;PB;Judiciário;3999415;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);5,7;20180401
Tribunal de Justiça do Estado da Paraíba;25;PB;Judiciário;3999415;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);5,4;20180401
Governo do Estado da Paraíba;25;PB;Executivo;3999415;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);9259216454;20180401
Governo do Estado da Paraíba;25;PB;Executivo;3999415;Valor;#NOME?;9259216454;20180401
Governo do Estado da Paraíba;25;PB;Executivo;3999415;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);4732622110;20180401
Governo do Estado da Paraíba;25;PB;Executivo;3999415;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);4537016062;20180401
Governo do Estado da Paraíba;25;PB;Executivo;3999415;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);4310165259;20180401
Governo do Estado da Paraíba;25;PB;Executivo;3999415;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);4083314456;20180401
Governo do Estado da Paraíba;25;PB;Executivo;3999415;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);51,11;20180401
Governo do Estado da Paraíba;25;PB;Executivo;3999415;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);49;20180401
Governo do Estado da Paraíba;25;PB;Executivo;3999415;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);46,55;20180401
Governo do Estado da Paraíba;25;PB;Executivo;3999415;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);44,1;20180401
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;44749699;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);1,56E+11;20180401
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;44749699;Valor;#NOME?;1,56E+11;20180401
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;44749699;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);2045917349;20180401
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;44749699;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);3116577441;20180401
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;44749699;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);2960748569;20180401
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;44749699;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);2804919697;20180401
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;44749699;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);1,31;20180401
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;44749699;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);2;20180401
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;44749699;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);1,9;20180401
