Exercício: 2018;;;;;;;;
Período: 2o. quadrimestre;;;;;;;;
Escopo: Estados/DF;;;;;;;;
Anexo 01 - Demonstrativo da Despesas Com Pessoal;;;;;;;;
Tabela: DTP e Apuração do Cumprimento do Limite Legal;;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 06/07/2021;;;;;;;;
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor;date
Tribunal de Justiça do Estado do Pará;15;PA;Judiciário;8272724;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);18465167000;20180801
Tribunal de Justiça do Estado do Pará;15;PA;Judiciário;8272724;Valor;(-) Transferências Obrigatórias da União Relativas às Emendas Individuais (V) (§13º, art. 166 da CF);1050000;20180801
Tribunal de Justiça do Estado do Pará;15;PA;Judiciário;8272724;Valor;#NOME?;18464117000;20180801
Tribunal de Justiça do Estado do Pará;15;PA;Judiciário;8272724;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);831515425,9;20180801
Tribunal de Justiça do Estado do Pará;15;PA;Judiciário;8272724;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);1107847020;20180801
Tribunal de Justiça do Estado do Pará;15;PA;Judiciário;8272724;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);1052454669;20180801
Tribunal de Justiça do Estado do Pará;15;PA;Judiciário;8272724;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);997062318;20180801
Tribunal de Justiça do Estado do Pará;15;PA;Judiciário;8272724;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);4,5;20180801
Tribunal de Justiça do Estado do Pará;15;PA;Judiciário;8272724;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);6;20180801
Tribunal de Justiça do Estado do Pará;15;PA;Judiciário;8272724;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);5,7;20180801
Tribunal de Justiça do Estado do Pará;15;PA;Judiciário;8272724;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);5,4;20180801
Governo do Estado do Pará;15;PA;Executivo;8272724;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);18465166734;20180801
Governo do Estado do Pará;15;PA;Executivo;8272724;Valor;(-) Transferências Obrigatórias da União Relativas às Emendas Individuais (V) (§13º, art. 166 da CF);1050000;20180801
Governo do Estado do Pará;15;PA;Executivo;8272724;Valor;#NOME?;18464116734;20180801
Governo do Estado do Pará;15;PA;Executivo;8272724;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb);8637004323;20180801
Governo do Estado do Pará;15;PA;Executivo;8272724;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);8973560733;20180801
