Exercício: 2019;;;;;;;;
Período: 2o. quadrimestre;;;;;;;;
Escopo: Estados/DF;;;;;;;;
Anexo 01 - Demonstrativo da Despesas Com Pessoal;;;;;;;;
Tabela: DTP e Apuração do Cumprimento do Limite Legal;;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 06/07/2021;;;;;;;;
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor;date
Assembleia Legislativa do Estado do Amazonas;13;AM;Legislativo;4080611;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);13920623851;20190801
Assembleia Legislativa do Estado do Amazonas;13;AM;Legislativo;4080611;Valor;#NOME?;13920623851;20190801
Assembleia Legislativa do Estado do Amazonas;13;AM;Legislativo;4080611;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);195907726,7;20190801
Assembleia Legislativa do Estado do Amazonas;13;AM;Legislativo;4080611;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);218553794,5;20190801
Assembleia Legislativa do Estado do Amazonas;13;AM;Legislativo;4080611;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);207626104,8;20190801
Assembleia Legislativa do Estado do Amazonas;13;AM;Legislativo;4080611;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);196698415;20190801
Assembleia Legislativa do Estado do Amazonas;13;AM;Legislativo;4080611;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);1,41;20190801
Assembleia Legislativa do Estado do Amazonas;13;AM;Legislativo;4080611;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);1,57;20190801
Assembleia Legislativa do Estado do Amazonas;13;AM;Legislativo;4080611;% sobre a RCL Ajustada;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);1,49;20190801
Assembleia Legislativa do Estado do Amazonas;13;AM;Legislativo;4080611;% sobre a RCL Ajustada;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);1,41;20190801
Tribunal de Contas do Estado do Amazonas;13;AM;Legislativo;4080611;Valor;RECEITA CORRENTE LIQUIDA - RCL (IV);13920623851;20190801
Tribunal de Contas do Estado do Amazonas;13;AM;Legislativo;4080611;Valor;#NOME?;13920623851;20190801
Tribunal de Contas do Estado do Amazonas;13;AM;Legislativo;4080611;Valor;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);184853775,7;20190801
Tribunal de Contas do Estado do Amazonas;13;AM;Legislativo;4080611;Valor;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);199064921,1;20190801
Tribunal de Contas do Estado do Amazonas;13;AM;Legislativo;4080611;Valor;LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF);189111675;20190801
Tribunal de Contas do Estado do Amazonas;13;AM;Legislativo;4080611;Valor;LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF);179158429;20190801
Tribunal de Contas do Estado do Amazonas;13;AM;Legislativo;4080611;% sobre a RCL Ajustada;DESPESA TOTAL COM PESSOAL - DTP (VII) = (III a + III b);1,33;20190801
Tribunal de Contas do Estado do Amazonas;13;AM;Legislativo;4080611;% sobre a RCL Ajustada;LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF);1,43;20190801
